Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
SpringTime Ventures,VC firm,USA,500000,700000,"2. Prototype, 3. Early Revenue","We invest in fintech, insurtech, healthcare, logistics & supply chain in the USA only. Founders must be in the US and...",,https://www.openvc.app/fund/SpringTime%20Ventures,https://www.openvc.app/images/funds/recZoZlkrEOGXLJY5.jpg
Ascendo VC,VC firm,USA,100000,500000,3. Early Revenue,We invest in Seed to Series A Companies led by founders from underrepresented segments. Technology-based business...,,https://www.openvc.app/fund/Ascendo%20VC,https://www.openvc.app/images/funds/rec9skLoYah4AtTmj.jpg
Keyhorse Capital,VC firm,USA,25000,1000000,"2. Prototype, 3. Early Revenue+1",We invest in pre-seed and seed stage companies based in Kentucky. Keyhorse is the investment arm of Kentucky Science...,,https://www.openvc.app/fund/Keyhorse%20Capital,https://www.openvc.app/images/funds/recPwxnEsFGIJ1FQD.jpg
Colin Weston,Solo angel,"Switzerland, UK",10000,50000,"2. Prototype, 3. Early Revenue+1","I invest in fintech, regtech, legaltech, proptech",,https://www.openvc.app/fund/Colin%20Weston,https://www.openvc.app/images/funds/recJBoUbSuaEAbz1C.jpg
TSP Ventures,Angel network,UK,70000,700000,"3. Early Revenue, 2. Prototype+1",We invest in UK-based Climate / CleanTech and InsurTech companies (from Pre Seed to Seed Extension rounds)...,,https://www.openvc.app/fund/TSP%20Ventures,https://www.openvc.app/images/funds/recP3NKyUMH7vH68M.jpg
LvlUp Ventures,Corporate VC,"Canada, USA+11",200000,1000000,"1. Idea or Patent, 2. Prototype+2",We invest in startups with early traction (industry-agnostic) - preferred mature seed companies with 50K min...,,https://www.openvc.app/fund/LvlUp%20Ventures,https://www.openvc.app/images/funds/recrw4qRk7OgQg3RF.jpg
NextUnicorn.Fund,VC firm,"USA, India",25000,500000,"1. Idea or Patent, 2. Prototype+3","We invest in AI & tech enabled StartUp's & industry agnostic. We are a high-conviction, tech-enabled Pre-seed /...",,https://www.openvc.app/fund/NextUnicorn.Fund,https://www.openvc.app/images/funds/rect9BIF8LR5UoYMJ.jpg
Orange Ventures,Corporate VC,"Cameroon, Central African Republic+42",500000,20000000,"3. Early Revenue, 4. Scaling+1",We invest in European and North American series B/C startups. We also support Seed and Series A impact investing...,,https://www.openvc.app/fund/Orange%20Ventures,https://www.openvc.app/images/funds/recpFa2HqFSlIZ4Mc.jpg
Lukkap Venture Lab,VC firm,Spain,50000,150000,"1. Idea or Patent, 2. Prototype+1",We invest in early stage startups that have already developed a product with a market fit. Our pre-money valuation...,,https://www.openvc.app/fund/Lukkap%20Venture%20Lab,https://www.openvc.app/images/funds/recMaAujdPSjRs8b1.jpg
Katha VC,VC firm,"Botswana, Kenya+23",100000,500000,"2. Prototype, 3. Early Revenue+2",We invest in Pre-Seed and Seed High Growth Markets Fintech. We also consider non-fintech companies where embedded...,,https://www.openvc.app/fund/Katha%20VC,https://www.openvc.app/images/funds/recPHuZihRMJFpLS6.jpg
Capital Factory,VC firm,USA,25000,200000,"2. Prototype, 3. Early Revenue+1","We invest in US-based technology companies where we can add additional value through our help with customer, employee,...",,https://www.openvc.app/fund/Capital%20Factory,https://www.openvc.app/images/funds/recWrFydM5qmGnARr.jpg
Francis Santora,Solo angel,"Canada, USA+4",10000,25000,"3. Early Revenue, 4. Scaling",I invest in companies like this: - $200-500k revenue growing fast - Huge market - Great product - Great founder That...,,https://www.openvc.app/fund/Francis%20Santora,https://www.openvc.app/images/funds/rechqesBT6CLqgqa8.jpg
HTGF High-Tech Gründe...,VC firm,"Austria, Belgium+9",300000,1000000,"2. Prototype, 3. Early Revenue","We invest in early-stage companies with focus on B2B SaaS models, but also look into other opportunities. The venture...",,https://www.openvc.app/fund/HTGF%20High-Tech%20Gr%C3%BCnderfonds,https://www.openvc.app/images/funds/rectoRcYjkV5yvPS2.jpg
AIP Seed VC,VC firm,Poland,50000,400000,"1. Idea or Patent, 2. Prototype+1",We invest in founders of all origins who wants to build something amazing from Poland or are polish diaspora. We are...,,https://www.openvc.app/fund/AIP%20Seed%20VC,https://www.openvc.app/images/funds/recR2OxZK87Wr08S2.jpg
Sufeng Li,Solo angel,"Belgium, Denmark+11",5000,100000,"1. Idea or Patent, 2. Prototype+1",I invest in Fintech/AI/Future way of work,,https://www.openvc.app/fund/Sufeng%20Li,https://www.openvc.app/images/funds/recmMaVLGwlGWQm9T.jpg
Vesna Capital,VC firm,"Ukraine, Poland+14",50000,200000,"3. Early Revenue, 4. Scaling",We invest in startups from CEE and Nordic regions at pre-seed and seed stages. Our average check size is $50-200k. We...,,https://www.openvc.app/fund/Vesna%20Capital,https://www.openvc.app/images/funds/rec7230rmZNTOUiIH.jpg
Haatch,VC firm,UK,150000,620000,"1. Idea or Patent, 2. Prototype+1",We invest in UK-based B2B SaaS pre-seed or seed stage start-ups. Haatch is industry-agnostic with a portfolio across...,,https://www.openvc.app/fund/Haatch,https://www.openvc.app/images/funds/recTJ7TAoarqUxEbX.jpg
Epic Ventures,VC firm,Poland,250000,500000,"2. Prototype, 1. Idea or Patent","We invest in Polish B2B software and deeptech companies, having already helped more than 30 startups in raising funding...",,https://www.openvc.app/fund/Epic%20Ventures,https://www.openvc.app/images/funds/recImQp4gJ93w4MtC.jpg
Framework Venture Part...,VC firm,"Canada, USA",500000,10000000,4. Scaling,"We invest in Series A and B startups in Fintech, Insurtech, Vertical SaaS, and AI-powered platforms with B2B models and...",,https://www.openvc.app/fund/Framework%20Venture%20Partners,https://www.openvc.app/images/funds/recv435trqajHUmAD.jpg
Team8,VC firm,Israel,1000000,20000000,"1. Idea or Patent, 2. Prototype+2","We invest in, Cyber, FinTech, Enterprise Applications, Infrastructure & DevOps",,https://www.openvc.app/fund/Team8,https://www.openvc.app/images/funds/recBs6XhJsM1Fy0YE.jpg
