Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
Ascentro Capital Partn...,PE fund,"New Zealand, USA+1",5000000,100000000,5. Growth,"We invest in AI, Fintech, Cybersecurity, Health, Hardware, Ecommerce, Marketplaces, Education, Enterprise, Childcare,...",,https://www.openvc.app/fund/Ascentro%20Capital%20Partners,https://www.openvc.app/images/funds/rec2FUcTVMjO6h7MI.jpg
Team8,VC firm,Israel,1000000,20000000,"1. Idea or Patent, 2. Prototype+2","We invest in, Cyber, FinTech, Enterprise Applications, Infrastructure & DevOps",,https://www.openvc.app/fund/Team8,https://www.openvc.app/images/funds/recBs6XhJsM1Fy0YE.jpg
Haatch,VC firm,UK,150000,620000,"1. Idea or Patent, 2. Prototype+1",We invest in UK-based B2B SaaS pre-seed or seed stage start-ups. Haatch is industry-agnostic with a portfolio across...,,https://www.openvc.app/fund/Haatch,https://www.openvc.app/images/funds/recTJ7TAoarqUxEbX.jpg
SET Ventures,VC firm,"Belgium, Denmark+15",1000000,6000000,"3. Early Revenue, 4. Scaling","We invest in their early growth stage and must have a strong digital DNA, building a solution for the energy system...",,https://www.openvc.app/fund/SET%20Ventures,https://www.openvc.app/images/funds/recqMfX8pl2UOsNC6.jpg
Airbridge Equity Partn...,VC firm,"Netherlands, Belgium+7",1000000,5000000,"4. Scaling, 3. Early Revenue",We invest in companies where technology is at the heart of what they do and critical to the problems they solve for...,,https://www.openvc.app/fund/Airbridge%20Equity%20Partners,https://www.openvc.app/images/funds/recZ7oySbJssLClNi.jpg
Amit Gogia,Solo angel,India,10000,25000,"3. Early Revenue, 4. Scaling",I invest in ventures building at the intersection of consumer and healthcare focussed on India. Current portfolio is a...,,https://www.openvc.app/fund/Amit%20Gogia,https://www.openvc.app/images/funds/rec6XKylJl6ROgvV8.jpg
Abac Nest Ventures,VC firm,Spain,150000,500000,"1. Idea or Patent, 2. Prototype+1",We invest in outlier entrepreneurs building B2S SaaS solutions to transform the SME industry across Southern...,,https://www.openvc.app/fund/Abac%20Nest%20Ventures,https://www.openvc.app/images/funds/rec2Q9z60OgvA883Y.jpg
J&T Ventures,VC firm,Czech Republic,300000,3000000,"1. Idea or Patent, 2. Prototype+1",We invest in companies at seed stage with proven product-market fit.,,https://www.openvc.app/fund/J%26T%20Ventures,https://www.openvc.app/images/funds/recBlTk9lpUKjQZp7.jpg
DCA Asset Management,VC firm,"Canada, USA+1",25000,2000000,"3. Early Revenue, 4. Scaling",We invest in companies that are in market showing promising early growth and scale. Industry...,,https://www.openvc.app/fund/DCA%20Asset%20Management,https://www.openvc.app/images/funds/recNLrOaL6CGZh38K.jpg
Curiosity VC,VC firm,"Belgium, Denmark+8",500000,1000000,"3. Early Revenue, 4. Scaling","We invest in B2B software with a focus on applications of AI in Fintech, Proptech, Legaltech, Enterprise Software,...",,https://www.openvc.app/fund/Curiosity%20VC,https://www.openvc.app/images/funds/rec3gd1aG2ZZHO8iI.jpg
