Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
AIP Seed VC,VC firm,Poland,50000,400000,"1. Idea or Patent, 2. Prototype+1",We invest in founders of all origins who wants to build something amazing from Poland or are polish diaspora. We are...,,https://www.openvc.app/fund/AIP%20Seed%20VC,https://www.openvc.app/images/funds/recR2OxZK87Wr08S2.jpg
NextUnicorn.Fund,VC firm,"USA, India",25000,500000,"1. Idea or Patent, 2. Prototype+3","We invest in AI & tech enabled StartUp's & industry agnostic. We are a high-conviction, tech-enabled Pre-seed /...",,https://www.openvc.app/fund/NextUnicorn.Fund,https://www.openvc.app/images/funds/rect9BIF8LR5UoYMJ.jpg
GoingVC Partners,VC firm,USA,50000,200000,"2. Prototype, 3. Early Revenue+1","We invest into companies in various stages, with the most compelling investments in early stages. Ideation drives...",,https://www.openvc.app/fund/GoingVC%20Partners,https://www.openvc.app/images/funds/recAHHfsVtBn6xjxY.jpg
Barak Edut,Solo angel,"USA, China+5",5000,100000,"2. Prototype, 3. Early Revenue+1","I invest in scalable, consumer-focused products or platforms that have demonstrated strong product-market fit and are...",,https://www.openvc.app/fund/Barak%20Edut,https://www.openvc.app/images/funds/recKkfXNrzGkymSW1.jpg
Jared Luegers,Solo angel,USA,1000,50000,"1. Idea or Patent, 2. Prototype+1",I invest in Midwest-based startups.,,https://www.openvc.app/fund/Jared%20Luegers,https://www.openvc.app/images/funds/recc2vJkbogHtY97E.jpg
Norselab,VC firm,"Norway, Sweden+9",1.5000000,5000000,"3. Early Revenue, 4. Scaling+1","We invest in impact startups primarily in the Nordics. Investment Themes: Energy Transition, Circularity & Sustainable...",,https://www.openvc.app/fund/Norselab,https://www.openvc.app/images/funds/recUeW0LDZYgdMXdh.jpg
Team8,VC firm,Israel,1000000,20000000,"1. Idea or Patent, 2. Prototype+2","We invest in, Cyber, FinTech, Enterprise Applications, Infrastructure & DevOps",,https://www.openvc.app/fund/Team8,https://www.openvc.app/images/funds/recBs6XhJsM1Fy0YE.jpg
Skilltor Tech Venture ...,Startup studio,"Zimbabwe, Afghanistan+16",500000,1000000,"1. Idea or Patent, 2. Prototype+4","We invest in Web3, AI, Digital Trust, Infrastructure Software, Saas, Marketplace and Gaming startups with in a MVP...",,https://www.openvc.app/fund/Skilltor%20Tech%20Venture%20Studio,https://www.openvc.app/images/funds/recrJ9bxGwah1RCla.jpg
Vesna Capital,VC firm,"Ukraine, Poland+14",50000,200000,"3. Early Revenue, 4. Scaling",We invest in startups from CEE and Nordic regions at pre-seed and seed stages. Our average check size is $50-200k. We...,,https://www.openvc.app/fund/Vesna%20Capital,https://www.openvc.app/images/funds/rec7230rmZNTOUiIH.jpg
OTP Ventures,VC firm,India,500000,2000000,"2. Prototype, 3. Early Revenue","We invest in consumer brands, consumer tech/platforms, fintech, and Agritech at the seed or pre-Series A stage,...",,https://www.openvc.app/fund/OTP%20Ventures,https://www.openvc.app/images/funds/recB3NeeZkjiJy4n3.jpg
