Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
BH3 Growth Equity,PE fund,"USA, Canada",5000000,30000000,"4. Scaling, 5. Growth+2","We invest in proptech, construction technology, sustainable building materials, modular construction, property...",,https://www.openvc.app/fund/BH3%20Growth%20Equity,https://www.openvc.app/images/funds/receFC1tdaYtHgb7L.jpg
Vesna Capital,VC firm,"Ukraine, Poland+14",50000,200000,"3. Early Revenue, 4. Scaling",We invest in startups from CEE and Nordic regions at pre-seed and seed stages. Our average check size is $50-200k. We...,,https://www.openvc.app/fund/Vesna%20Capital,https://www.openvc.app/images/funds/rec7230rmZNTOUiIH.jpg
Framework Venture Part...,VC firm,"Canada, USA",500000,10000000,4. Scaling,"We invest in Series A and B startups in Fintech, Insurtech, Vertical SaaS, and AI-powered platforms with B2B models and...",,https://www.openvc.app/fund/Framework%20Venture%20Partners,https://www.openvc.app/images/funds/recv435trqajHUmAD.jpg
No Brand,Family office,"Australia, New Zealand",25000,1000000,"3. Early Revenue, 4. Scaling","We invest in Australian or New Zealand startups in Seed or Series A rounds. Our areas of interest include: AI, ML,...",,https://www.openvc.app/fund/No%20Brand,https://www.openvc.app/images/funds/rec2z1pZEgUybJBI3.jpg
First Momentum Venture...,VC firm,"Albania, Andorra+39",200000,1000000,1. Idea or Patent,We invest in pre/early-traction B2B companies with a technical core as their main differentiator. We mainly invest in...,,https://www.openvc.app/fund/First%20Momentum%20Ventures,https://www.openvc.app/images/funds/recH5m8UW5yJUsCeb.jpg
Ascendo VC,VC firm,USA,100000,500000,3. Early Revenue,We invest in Seed to Series A Companies led by founders from underrepresented segments. Technology-based business...,,https://www.openvc.app/fund/Ascendo%20VC,https://www.openvc.app/images/funds/rec9skLoYah4AtTmj.jpg
Lukkap Venture Lab,VC firm,Spain,50000,150000,"1. Idea or Patent, 2. Prototype+1",We invest in early stage startups that have already developed a product with a market fit. Our pre-money valuation...,,https://www.openvc.app/fund/Lukkap%20Venture%20Lab,https://www.openvc.app/images/funds/recMaAujdPSjRs8b1.jpg
Via ID,Corporate VC,"Austria, Belgium+26",300000,5000000,3. Early Revenue,"We invest in European-based startups in the sustainable mobility (micromobility, electric vehicles, connected vehicles,...",,https://www.openvc.app/fund/Via%20ID,https://www.openvc.app/images/funds/recIN6myiB96exApd.jpg
Bitdefender Voyager Ve...,Corporate VC,"Austria, Belgium+36",200000,1000000,"2. Prototype, 3. Early Revenue+1","We invest in - Cybersecurity, Data Analytics, Automation, Digital Infrastructure, Quantum Tech - Pre-Seed, Seed and...",,https://www.openvc.app/fund/Bitdefender%20Voyager%20Ventures,https://www.openvc.app/images/funds/recZkGg1P72fpYam5.jpg
Colin Weston,Solo angel,"Switzerland, UK",10000,50000,"2. Prototype, 3. Early Revenue+1","I invest in fintech, regtech, legaltech, proptech",,https://www.openvc.app/fund/Colin%20Weston,https://www.openvc.app/images/funds/recJBoUbSuaEAbz1C.jpg
Underline Ventures,VC firm,"Albania, Belarus+18",200000,1000000,"1. Idea or Patent, 2. Prototype+1",We invest in Eastern European founders building high-growth startups with global ambitions. We are...,,https://www.openvc.app/fund/Underline%20Ventures,https://www.openvc.app/images/funds/recjJ6VPbaQmUo6pB.jpg
SpringTime Ventures,VC firm,USA,500000,700000,"2. Prototype, 3. Early Revenue","We invest in fintech, insurtech, healthcare, logistics & supply chain in the USA only. Founders must be in the US and...",,https://www.openvc.app/fund/SpringTime%20Ventures,https://www.openvc.app/images/funds/recZoZlkrEOGXLJY5.jpg
Haatch,VC firm,UK,150000,620000,"1. Idea or Patent, 2. Prototype+1",We invest in UK-based B2B SaaS pre-seed or seed stage start-ups. Haatch is industry-agnostic with a portfolio across...,,https://www.openvc.app/fund/Haatch,https://www.openvc.app/images/funds/recTJ7TAoarqUxEbX.jpg
OVC Ventures,Angel network,"UK, USA+25",150000,1.5000000,"3. Early Revenue, 4. Scaling+1","We invest in all sectors, move fast (two weeks), have a high preference for startups that can demonstrate initial...",,https://www.openvc.app/fund/OVC%20Ventures,https://www.openvc.app/images/funds/recTPpyulE0uJpv8E.jpg
Skilltor Tech Venture ...,Startup studio,"Zimbabwe, Afghanistan+16",500000,1000000,"1. Idea or Patent, 2. Prototype+4","We invest in Web3, AI, Digital Trust, Infrastructure Software, Saas, Marketplace and Gaming startups with in a MVP...",,https://www.openvc.app/fund/Skilltor%20Tech%20Venture%20Studio,https://www.openvc.app/images/funds/recrJ9bxGwah1RCla.jpg
Katha VC,VC firm,"Botswana, Kenya+23",100000,500000,"2. Prototype, 3. Early Revenue+2",We invest in Pre-Seed and Seed High Growth Markets Fintech. We also consider non-fintech companies where embedded...,,https://www.openvc.app/fund/Katha%20VC,https://www.openvc.app/images/funds/recPHuZihRMJFpLS6.jpg
TSP Ventures,Angel network,UK,70000,700000,"3. Early Revenue, 2. Prototype+1",We invest in UK-based Climate / CleanTech and InsurTech companies (from Pre Seed to Seed Extension rounds)...,,https://www.openvc.app/fund/TSP%20Ventures,https://www.openvc.app/images/funds/recP3NKyUMH7vH68M.jpg
SET Ventures,VC firm,"Belgium, Denmark+15",1000000,6000000,"3. Early Revenue, 4. Scaling","We invest in their early growth stage and must have a strong digital DNA, building a solution for the energy system...",,https://www.openvc.app/fund/SET%20Ventures,https://www.openvc.app/images/funds/recqMfX8pl2UOsNC6.jpg
Barak Edut,Solo angel,"USA, China+5",5000,100000,"2. Prototype, 3. Early Revenue+1","I invest in scalable, consumer-focused products or platforms that have demonstrated strong product-market fit and are...",,https://www.openvc.app/fund/Barak%20Edut,https://www.openvc.app/images/funds/recKkfXNrzGkymSW1.jpg
BDev Ventures,VC firm,"Brazil, Canada+4",50000,3000000,"3. Early Revenue, 4. Scaling+1",We invest in B2B businesses that target large markets in terms of contacts and have moved beyond founder-led sales. We...,,https://www.openvc.app/fund/BDev%20Ventures,https://www.openvc.app/images/funds/recwh2QmWF0hsoKGN.jpg
