Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
SCE Freiraum Ventures,VC firm,"Germany, Austria+10",50000,150000,"2. Prototype, 3. Early Revenue",We invest in early-stage teams that have developed a scalable business idea with initial traction and a defensible...,,https://www.openvc.app/fund/SCE%20Freiraum%20Ventures,https://www.openvc.app/images/funds/rec0CXaqwTROVQb84.jpg
500 Istanbul,VC firm,"Turkey, Poland+18",150000,1000000,"2. Prototype, 3. Early Revenue","We invest in globally-focused seed stage startups with teams in Turkey, Eastern Europe and the...",,https://www.openvc.app/fund/500%20Istanbul,https://www.openvc.app/images/funds/recC4Yx4ZSzwjrRD3.jpg
gAI Ventures,Startup studio,"USA, India",100000,100000,1. Idea or Patent,We incubate vertical AI products with domain experts in financial services and insurance (FSI)...,,https://www.openvc.app/fund/gAI%20Ventures,https://www.openvc.app/images/funds/recPYbjMSLZ9j1qwP.jpg
Epic Ventures,VC firm,Poland,250000,500000,"2. Prototype, 1. Idea or Patent","We invest in Polish B2B software and deeptech companies, having already helped more than 30 startups in raising funding...",,https://www.openvc.app/fund/Epic%20Ventures,https://www.openvc.app/images/funds/recImQp4gJ93w4MtC.jpg
Clint Capital,VC firm,France,300000,500000,"1. Idea or Patent, 3. Early Revenue","We invest in all business sectors (Fintech, SaaS, marketplace, greentech, healthtech, agritech, etc), but only in...",,https://www.openvc.app/fund/Clint%20Capital,https://www.openvc.app/images/funds/recyqBT4wDVcVVJC2.jpg
Singtel Innov8,Corporate VC,"Singapore, Australia+3",1000000,5000000,"3. Early Revenue, 4. Scaling+1","We invest in 5G Enterprise & Applications, Data Privacy & Security, New Emerging...",,https://www.openvc.app/fund/Singtel%20Innov8,https://www.openvc.app/images/funds/recC8lr96CV1A7h2P.jpg
SpringTime Ventures,VC firm,USA,500000,700000,"2. Prototype, 3. Early Revenue","We invest in fintech, insurtech, healthcare, logistics & supply chain in the USA only. Founders must be in the US and...",,https://www.openvc.app/fund/SpringTime%20Ventures,https://www.openvc.app/images/funds/recZoZlkrEOGXLJY5.jpg
Team8,VC firm,Israel,1000000,20000000,"1. Idea or Patent, 2. Prototype+2","We invest in, Cyber, FinTech, Enterprise Applications, Infrastructure & DevOps",,https://www.openvc.app/fund/Team8,https://www.openvc.app/images/funds/recBs6XhJsM1Fy0YE.jpg
First Momentum Venture...,VC firm,"Albania, Andorra+39",200000,1000000,1. Idea or Patent,We invest in pre/early-traction B2B companies with a technical core as their main differentiator. We mainly invest in...,,https://www.openvc.app/fund/First%20Momentum%20Ventures,https://www.openvc.app/images/funds/recH5m8UW5yJUsCeb.jpg
Jared Luegers,Solo angel,USA,1000,50000,"1. Idea or Patent, 2. Prototype+1",I invest in Midwest-based startups.,,https://www.openvc.app/fund/Jared%20Luegers,https://www.openvc.app/images/funds/recc2vJkbogHtY97E.jpg
OVC Ventures,Angel network,"UK, USA+25",150000,1.5000000,"3. Early Revenue, 4. Scaling+1","We invest in all sectors, move fast (two weeks), have a high preference for startups that can demonstrate initial...",,https://www.openvc.app/fund/OVC%20Ventures,https://www.openvc.app/images/funds/recTPpyulE0uJpv8E.jpg
Abac Nest Ventures,VC firm,Spain,150000,500000,"1. Idea or Patent, 2. Prototype+1",We invest in outlier entrepreneurs building B2S SaaS solutions to transform the SME industry across Southern...,,https://www.openvc.app/fund/Abac%20Nest%20Ventures,https://www.openvc.app/images/funds/rec2Q9z60OgvA883Y.jpg
OTP Ventures,VC firm,India,500000,2000000,"2. Prototype, 3. Early Revenue","We invest in consumer brands, consumer tech/platforms, fintech, and Agritech at the seed or pre-Series A stage,...",,https://www.openvc.app/fund/OTP%20Ventures,https://www.openvc.app/images/funds/recB3NeeZkjiJy4n3.jpg
Francis Santora,Solo angel,"Canada, USA+4",10000,25000,"3. Early Revenue, 4. Scaling",I invest in companies like this: - $200-500k revenue growing fast - Huge market - Great product - Great founder That...,,https://www.openvc.app/fund/Francis%20Santora,https://www.openvc.app/images/funds/rechqesBT6CLqgqa8.jpg
Cambridge Innovation C...,VC firm,UK,1000000,10000000,"2. Prototype, 3. Early Revenue+2","We invest in all things deeptech: AI, robotics, quantum, software, fusion, cleantech. And in all things Life Sciences:...",,https://www.openvc.app/fund/Cambridge%20Innovation%20Capital,https://www.openvc.app/images/funds/recCe1xbKRJDKtnKP.jpg
Capital Factory,VC firm,USA,25000,200000,"2. Prototype, 3. Early Revenue+1","We invest in US-based technology companies where we can add additional value through our help with customer, employee,...",,https://www.openvc.app/fund/Capital%20Factory,https://www.openvc.app/images/funds/recWrFydM5qmGnARr.jpg
Michael Broome,Solo angel,USA,25000,500000,"1. Idea or Patent, 2. Prototype+1",I invest in opportunities where I can combine my entrepreneurial and investing experience to help founders build...,,https://www.openvc.app/fund/Michael%20Broome,https://www.openvc.app/images/funds/recXn4vEpvYrjDJbM.jpg
Amit Gogia,Solo angel,India,10000,25000,"3. Early Revenue, 4. Scaling",I invest in ventures building at the intersection of consumer and healthcare focussed on India. Current portfolio is a...,,https://www.openvc.app/fund/Amit%20Gogia,https://www.openvc.app/images/funds/rec6XKylJl6ROgvV8.jpg
NextUnicorn.Fund,VC firm,"USA, India",25000,500000,"1. Idea or Patent, 2. Prototype+3","We invest in AI & tech enabled StartUp's & industry agnostic. We are a high-conviction, tech-enabled Pre-seed /...",,https://www.openvc.app/fund/NextUnicorn.Fund,https://www.openvc.app/images/funds/rect9BIF8LR5UoYMJ.jpg
Colin Weston,Solo angel,"Switzerland, UK",10000,50000,"2. Prototype, 3. Early Revenue+1","I invest in fintech, regtech, legaltech, proptech",,https://www.openvc.app/fund/Colin%20Weston,https://www.openvc.app/images/funds/recJBoUbSuaEAbz1C.jpg
