Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
Haatch,VC firm,UK,150000,620000,"1. Idea or Patent, 2. Prototype+1",We invest in UK-based B2B SaaS pre-seed or seed stage start-ups. Haatch is industry-agnostic with a portfolio across...,,https://www.openvc.app/fund/Haatch,https://www.openvc.app/images/funds/recTJ7TAoarqUxEbX.jpg
Katha VC,VC firm,"Botswana, Kenya+23",100000,500000,"2. Prototype, 3. Early Revenue+2",We invest in Pre-Seed and Seed High Growth Markets Fintech. We also consider non-fintech companies where embedded...,,https://www.openvc.app/fund/Katha%20VC,https://www.openvc.app/images/funds/recPHuZihRMJFpLS6.jpg
Amit Gogia,Solo angel,India,10000,25000,"3. Early Revenue, 4. Scaling",I invest in ventures building at the intersection of consumer and healthcare focussed on India. Current portfolio is a...,,https://www.openvc.app/fund/Amit%20Gogia,https://www.openvc.app/images/funds/rec6XKylJl6ROgvV8.jpg
Keyhorse Capital,VC firm,USA,25000,1000000,"2. Prototype, 3. Early Revenue+1",We invest in pre-seed and seed stage companies based in Kentucky. Keyhorse is the investment arm of Kentucky Science...,,https://www.openvc.app/fund/Keyhorse%20Capital,https://www.openvc.app/images/funds/recPwxnEsFGIJ1FQD.jpg
Michael Broome,Solo angel,USA,25000,500000,"1. Idea or Patent, 2. Prototype+1",I invest in opportunities where I can combine my entrepreneurial and investing experience to help founders build...,,https://www.openvc.app/fund/Michael%20Broome,https://www.openvc.app/images/funds/recXn4vEpvYrjDJbM.jpg
BDev Ventures,VC firm,"Brazil, Canada+4",50000,3000000,"3. Early Revenue, 4. Scaling+1",We invest in B2B businesses that target large markets in terms of contacts and have moved beyond founder-led sales. We...,,https://www.openvc.app/fund/BDev%20Ventures,https://www.openvc.app/images/funds/recwh2QmWF0hsoKGN.jpg
Carbono3 Ventures,VC firm,"Dominican Republic, Colombia+13",100000,250000,"2. Prototype, 3. Early Revenue",We invest in Latin American Sustainability Tech startups. We prefer to lead pre-seed...,,https://www.openvc.app/fund/Carbono3%20Ventures,https://www.openvc.app/images/funds/recoHlMoLHzAWvMmx.jpg
Norselab,VC firm,"Norway, Sweden+9",1.5000000,5000000,"3. Early Revenue, 4. Scaling+1","We invest in impact startups primarily in the Nordics. Investment Themes: Energy Transition, Circularity & Sustainable...",,https://www.openvc.app/fund/Norselab,https://www.openvc.app/images/funds/recUeW0LDZYgdMXdh.jpg
OVC Ventures,Angel network,"UK, USA+25",150000,1.5000000,"3. Early Revenue, 4. Scaling+1","We invest in all sectors, move fast (two weeks), have a high preference for startups that can demonstrate initial...",,https://www.openvc.app/fund/OVC%20Ventures,https://www.openvc.app/images/funds/recTPpyulE0uJpv8E.jpg
SpringTime Ventures,VC firm,USA,500000,700000,"2. Prototype, 3. Early Revenue","We invest in fintech, insurtech, healthcare, logistics & supply chain in the USA only. Founders must be in the US and...",,https://www.openvc.app/fund/SpringTime%20Ventures,https://www.openvc.app/images/funds/recZoZlkrEOGXLJY5.jpg
No Brand,Family office,"Australia, New Zealand",25000,1000000,"3. Early Revenue, 4. Scaling","We invest in Australian or New Zealand startups in Seed or Series A rounds. Our areas of interest include: AI, ML,...",,https://www.openvc.app/fund/No%20Brand,https://www.openvc.app/images/funds/rec2z1pZEgUybJBI3.jpg
