Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
First Momentum Venture...,VC firm,"Albania, Andorra+39",200000,1000000,1. Idea or Patent,We invest in pre/early-traction B2B companies with a technical core as their main differentiator. We mainly invest in...,,https://www.openvc.app/fund/First%20Momentum%20Ventures,https://www.openvc.app/images/funds/recH5m8UW5yJUsCeb.jpg
Underline Ventures,VC firm,"Albania, Belarus+18",200000,1000000,"1. Idea or Patent, 2. Prototype+1",We invest in Eastern European founders building high-growth startups with global ambitions. We are...,,https://www.openvc.app/fund/Underline%20Ventures,https://www.openvc.app/images/funds/recjJ6VPbaQmUo6pB.jpg
Turenne Santé,PE fund,"France, Switzerland+4",1000000,3000000,"3. Early Revenue, 4. Scaling+1","We invest in Medtech, e-health, Software, service, CDMO/CRO innovationm, health. Early revenue/growth, non...",,https://www.openvc.app/fund/Turenne%20Sant%C3%A9,https://www.openvc.app/images/funds/recjglKYu9C3C0W3c.jpg
3VC,VC firm,"Austria, Bulgaria+14",1000000,5000000,"3. Early Revenue, 4. Scaling","We invest in AI, dev tools, deep tech, security, AR/VR, data analytics, digital health, app/mobile, new frontier We...",,https://www.openvc.app/fund/3VC,https://www.openvc.app/images/funds/rec5iJrIoTbeXJU3F.jpg
Amit Gogia,Solo angel,India,10000,25000,"3. Early Revenue, 4. Scaling",I invest in ventures building at the intersection of consumer and healthcare focussed on India. Current portfolio is a...,,https://www.openvc.app/fund/Amit%20Gogia,https://www.openvc.app/images/funds/rec6XKylJl6ROgvV8.jpg
Singtel Innov8,Corporate VC,"Singapore, Australia+3",1000000,5000000,"3. Early Revenue, 4. Scaling+1","We invest in 5G Enterprise & Applications, Data Privacy & Security, New Emerging...",,https://www.openvc.app/fund/Singtel%20Innov8,https://www.openvc.app/images/funds/recC8lr96CV1A7h2P.jpg
Carbono3 Ventures,VC firm,"Dominican Republic, Colombia+13",100000,250000,"2. Prototype, 3. Early Revenue",We invest in Latin American Sustainability Tech startups. We prefer to lead pre-seed...,,https://www.openvc.app/fund/Carbono3%20Ventures,https://www.openvc.app/images/funds/recoHlMoLHzAWvMmx.jpg
Lukkap Venture Lab,VC firm,Spain,50000,150000,"1. Idea or Patent, 2. Prototype+1",We invest in early stage startups that have already developed a product with a market fit. Our pre-money valuation...,,https://www.openvc.app/fund/Lukkap%20Venture%20Lab,https://www.openvc.app/images/funds/recMaAujdPSjRs8b1.jpg
OTP Ventures,VC firm,India,500000,2000000,"2. Prototype, 3. Early Revenue","We invest in consumer brands, consumer tech/platforms, fintech, and Agritech at the seed or pre-Series A stage,...",,https://www.openvc.app/fund/OTP%20Ventures,https://www.openvc.app/images/funds/recB3NeeZkjiJy4n3.jpg
OVC Ventures,Angel network,"UK, USA+25",150000,1.5000000,"3. Early Revenue, 4. Scaling+1","We invest in all sectors, move fast (two weeks), have a high preference for startups that can demonstrate initial...",,https://www.openvc.app/fund/OVC%20Ventures,https://www.openvc.app/images/funds/recTPpyulE0uJpv8E.jpg
Ascentro Capital Partn...,PE fund,"New Zealand, USA+1",5000000,100000000,5. Growth,"We invest in AI, Fintech, Cybersecurity, Health, Hardware, Ecommerce, Marketplaces, Education, Enterprise, Childcare,...",,https://www.openvc.app/fund/Ascentro%20Capital%20Partners,https://www.openvc.app/images/funds/rec2FUcTVMjO6h7MI.jpg
Cambridge Innovation C...,VC firm,UK,1000000,10000000,"2. Prototype, 3. Early Revenue+2","We invest in all things deeptech: AI, robotics, quantum, software, fusion, cleantech. And in all things Life Sciences:...",,https://www.openvc.app/fund/Cambridge%20Innovation%20Capital,https://www.openvc.app/images/funds/recCe1xbKRJDKtnKP.jpg
MediaTech Hub Accelera...,"Incubator, Accelerator",Germany,N/A,,"1. Idea or Patent, 2. Prototype+1",We invest in Media Tech,,https://www.openvc.app/fund/MediaTech%20Hub%20Accelerator,https://www.openvc.app/images/funds/reccDx4WUPPneO2hJ.jpg
Michael Broome,Solo angel,USA,25000,500000,"1. Idea or Patent, 2. Prototype+1",I invest in opportunities where I can combine my entrepreneurial and investing experience to help founders build...,,https://www.openvc.app/fund/Michael%20Broome,https://www.openvc.app/images/funds/recXn4vEpvYrjDJbM.jpg
SCE Freiraum Ventures,VC firm,"Germany, Austria+10",50000,150000,"2. Prototype, 3. Early Revenue",We invest in early-stage teams that have developed a scalable business idea with initial traction and a defensible...,,https://www.openvc.app/fund/SCE%20Freiraum%20Ventures,https://www.openvc.app/images/funds/rec0CXaqwTROVQb84.jpg
Doug Hickey,Solo angel,USA,25000,200000,"1. Idea or Patent, 2. Prototype+3",I invest in product-first companies that are looking to solve problems for their...,,https://www.openvc.app/fund/Doug%20Hickey,https://www.openvc.app/images/funds/recricy144rMMbHOI.jpg
HTGF High-Tech Gründe...,VC firm,"Austria, Belgium+9",300000,1000000,"2. Prototype, 3. Early Revenue","We invest in early-stage companies with focus on B2B SaaS models, but also look into other opportunities. The venture...",,https://www.openvc.app/fund/HTGF%20High-Tech%20Gr%C3%BCnderfonds,https://www.openvc.app/images/funds/rectoRcYjkV5yvPS2.jpg
