Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
Ascentro Capital Partn...,PE fund,"New Zealand, USA+1",5000000,100000000,5. Growth,"We invest in AI, Fintech, Cybersecurity, Health, Hardware, Ecommerce, Marketplaces, Education, Enterprise, Childcare,...",,https://www.openvc.app/fund/Ascentro%20Capital%20Partners,https://www.openvc.app/images/funds/rec2FUcTVMjO6h7MI.jpg
Curiosity VC,VC firm,"Belgium, Denmark+8",500000,1000000,"3. Early Revenue, 4. Scaling","We invest in B2B software with a focus on applications of AI in Fintech, Proptech, Legaltech, Enterprise Software,...",,https://www.openvc.app/fund/Curiosity%20VC,https://www.openvc.app/images/funds/rec3gd1aG2ZZHO8iI.jpg
Capital Factory,VC firm,USA,25000,200000,"2. Prototype, 3. Early Revenue+1","We invest in US-based technology companies where we can add additional value through our help with customer, employee,...",,https://www.openvc.app/fund/Capital%20Factory,https://www.openvc.app/images/funds/recWrFydM5qmGnARr.jpg
Framework Venture Part...,VC firm,"Canada, USA",500000,10000000,4. Scaling,"We invest in Series A and B startups in Fintech, Insurtech, Vertical SaaS, and AI-powered platforms with B2B models and...",,https://www.openvc.app/fund/Framework%20Venture%20Partners,https://www.openvc.app/images/funds/recv435trqajHUmAD.jpg
Carbono3 Ventures,VC firm,"Dominican Republic, Colombia+13",100000,250000,"2. Prototype, 3. Early Revenue",We invest in Latin American Sustainability Tech startups. We prefer to lead pre-seed...,,https://www.openvc.app/fund/Carbono3%20Ventures,https://www.openvc.app/images/funds/recoHlMoLHzAWvMmx.jpg
gAI Ventures,Startup studio,"USA, India",100000,100000,1. Idea or Patent,We incubate vertical AI products with domain experts in financial services and insurance (FSI)...,,https://www.openvc.app/fund/gAI%20Ventures,https://www.openvc.app/images/funds/recPYbjMSLZ9j1qwP.jpg
Jared Luegers,Solo angel,USA,1000,50000,"1. Idea or Patent, 2. Prototype+1",I invest in Midwest-based startups.,,https://www.openvc.app/fund/Jared%20Luegers,https://www.openvc.app/images/funds/recc2vJkbogHtY97E.jpg
No Brand,Family office,"Australia, New Zealand",25000,1000000,"3. Early Revenue, 4. Scaling","We invest in Australian or New Zealand startups in Seed or Series A rounds. Our areas of interest include: AI, ML,...",,https://www.openvc.app/fund/No%20Brand,https://www.openvc.app/images/funds/rec2z1pZEgUybJBI3.jpg
GoingVC Partners,VC firm,USA,50000,200000,"2. Prototype, 3. Early Revenue+1","We invest into companies in various stages, with the most compelling investments in early stages. Ideation drives...",,https://www.openvc.app/fund/GoingVC%20Partners,https://www.openvc.app/images/funds/recAHHfsVtBn6xjxY.jpg
Ascendo VC,VC firm,USA,100000,500000,3. Early Revenue,We invest in Seed to Series A Companies led by founders from underrepresented segments. Technology-based business...,,https://www.openvc.app/fund/Ascendo%20VC,https://www.openvc.app/images/funds/rec9skLoYah4AtTmj.jpg
Lukkap Venture Lab,VC firm,Spain,50000,150000,"1. Idea or Patent, 2. Prototype+1",We invest in early stage startups that have already developed a product with a market fit. Our pre-money valuation...,,https://www.openvc.app/fund/Lukkap%20Venture%20Lab,https://www.openvc.app/images/funds/recMaAujdPSjRs8b1.jpg
Bitdefender Voyager Ve...,Corporate VC,"Austria, Belgium+36",200000,1000000,"2. Prototype, 3. Early Revenue+1","We invest in - Cybersecurity, Data Analytics, Automation, Digital Infrastructure, Quantum Tech - Pre-Seed, Seed and...",,https://www.openvc.app/fund/Bitdefender%20Voyager%20Ventures,https://www.openvc.app/images/funds/recZkGg1P72fpYam5.jpg
Norselab,VC firm,"Norway, Sweden+9",1.5000000,5000000,"3. Early Revenue, 4. Scaling+1","We invest in impact startups primarily in the Nordics. Investment Themes: Energy Transition, Circularity & Sustainable...",,https://www.openvc.app/fund/Norselab,https://www.openvc.app/images/funds/recUeW0LDZYgdMXdh.jpg
Rubio Impact Ventures,VC firm,"Austria, Belgium+15",500000,5000000,"2. Prototype, 3. Early Revenue+1","We invest in climatetech, food & agri, circular businesses, education, work, wellbeing and public resilience (Seed and...",,https://www.openvc.app/fund/Rubio%20Impact%20Ventures,https://www.openvc.app/images/funds/recMEU8mG7INa0oGh.jpg
3VC,VC firm,"Austria, Bulgaria+14",1000000,5000000,"3. Early Revenue, 4. Scaling","We invest in AI, dev tools, deep tech, security, AR/VR, data analytics, digital health, app/mobile, new frontier We...",,https://www.openvc.app/fund/3VC,https://www.openvc.app/images/funds/rec5iJrIoTbeXJU3F.jpg
Barak Edut,Solo angel,"USA, China+5",5000,100000,"2. Prototype, 3. Early Revenue+1","I invest in scalable, consumer-focused products or platforms that have demonstrated strong product-market fit and are...",,https://www.openvc.app/fund/Barak%20Edut,https://www.openvc.app/images/funds/recKkfXNrzGkymSW1.jpg
Underline Ventures,VC firm,"Albania, Belarus+18",200000,1000000,"1. Idea or Patent, 2. Prototype+1",We invest in Eastern European founders building high-growth startups with global ambitions. We are...,,https://www.openvc.app/fund/Underline%20Ventures,https://www.openvc.app/images/funds/recjJ6VPbaQmUo6pB.jpg
Sufeng Li,Solo angel,"Belgium, Denmark+11",5000,100000,"1. Idea or Patent, 2. Prototype+1",I invest in Fintech/AI/Future way of work,,https://www.openvc.app/fund/Sufeng%20Li,https://www.openvc.app/images/funds/recmMaVLGwlGWQm9T.jpg
Orange Ventures,Corporate VC,"Cameroon, Central African Republic+42",500000,20000000,"3. Early Revenue, 4. Scaling+1",We invest in European and North American series B/C startups. We also support Seed and Series A impact investing...,,https://www.openvc.app/fund/Orange%20Ventures,https://www.openvc.app/images/funds/recpFa2HqFSlIZ4Mc.jpg
Abac Nest Ventures,VC firm,Spain,150000,500000,"1. Idea or Patent, 2. Prototype+1",We invest in outlier entrepreneurs building B2S SaaS solutions to transform the SME industry across Southern...,,https://www.openvc.app/fund/Abac%20Nest%20Ventures,https://www.openvc.app/images/funds/rec2Q9z60OgvA883Y.jpg
