Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
Jared Luegers,Solo angel,USA,1000,50000,"1. Idea or Patent, 2. Prototype+1",I invest in Midwest-based startups.,,https://www.openvc.app/fund/Jared%20Luegers,https://www.openvc.app/images/funds/recc2vJkbogHtY97E.jpg
Epic Ventures,VC firm,Poland,250000,500000,"2. Prototype, 1. Idea or Patent","We invest in Polish B2B software and deeptech companies, having already helped more than 30 startups in raising funding...",,https://www.openvc.app/fund/Epic%20Ventures,https://www.openvc.app/images/funds/recImQp4gJ93w4MtC.jpg
Ascentro Capital Partn...,PE fund,"New Zealand, USA+1",5000000,100000000,5. Growth,"We invest in AI, Fintech, Cybersecurity, Health, Hardware, Ecommerce, Marketplaces, Education, Enterprise, Childcare,...",,https://www.openvc.app/fund/Ascentro%20Capital%20Partners,https://www.openvc.app/images/funds/rec2FUcTVMjO6h7MI.jpg
Lukkap Venture Lab,VC firm,Spain,50000,150000,"1. Idea or Patent, 2. Prototype+1",We invest in early stage startups that have already developed a product with a market fit. Our pre-money valuation...,,https://www.openvc.app/fund/Lukkap%20Venture%20Lab,https://www.openvc.app/images/funds/recMaAujdPSjRs8b1.jpg
Abac Nest Ventures,VC firm,Spain,150000,500000,"1. Idea or Patent, 2. Prototype+1",We invest in outlier entrepreneurs building B2S SaaS solutions to transform the SME industry across Southern...,,https://www.openvc.app/fund/Abac%20Nest%20Ventures,https://www.openvc.app/images/funds/rec2Q9z60OgvA883Y.jpg
NextUnicorn.Fund,VC firm,"USA, India",25000,500000,"1. Idea or Patent, 2. Prototype+3","We invest in AI & tech enabled StartUp's & industry agnostic. We are a high-conviction, tech-enabled Pre-seed /...",,https://www.openvc.app/fund/NextUnicorn.Fund,https://www.openvc.app/images/funds/rect9BIF8LR5UoYMJ.jpg
Haatch,VC firm,UK,150000,620000,"1. Idea or Patent, 2. Prototype+1",We invest in UK-based B2B SaaS pre-seed or seed stage start-ups. Haatch is industry-agnostic with a portfolio across...,,https://www.openvc.app/fund/Haatch,https://www.openvc.app/images/funds/recTJ7TAoarqUxEbX.jpg
Clint Capital,VC firm,France,300000,500000,"1. Idea or Patent, 3. Early Revenue","We invest in all business sectors (Fintech, SaaS, marketplace, greentech, healthtech, agritech, etc), but only in...",,https://www.openvc.app/fund/Clint%20Capital,https://www.openvc.app/images/funds/recyqBT4wDVcVVJC2.jpg
TSP Ventures,Angel network,UK,70000,700000,"3. Early Revenue, 2. Prototype+1",We invest in UK-based Climate / CleanTech and InsurTech companies (from Pre Seed to Seed Extension rounds)...,,https://www.openvc.app/fund/TSP%20Ventures,https://www.openvc.app/images/funds/recP3NKyUMH7vH68M.jpg
BH3 Growth Equity,PE fund,"USA, Canada",5000000,30000000,"4. Scaling, 5. Growth+2","We invest in proptech, construction technology, sustainable building materials, modular construction, property...",,https://www.openvc.app/fund/BH3%20Growth%20Equity,https://www.openvc.app/images/funds/receFC1tdaYtHgb7L.jpg
Keyhorse Capital,VC firm,USA,25000,1000000,"2. Prototype, 3. Early Revenue+1",We invest in pre-seed and seed stage companies based in Kentucky. Keyhorse is the investment arm of Kentucky Science...,,https://www.openvc.app/fund/Keyhorse%20Capital,https://www.openvc.app/images/funds/recPwxnEsFGIJ1FQD.jpg
SET Ventures,VC firm,"Belgium, Denmark+15",1000000,6000000,"3. Early Revenue, 4. Scaling","We invest in their early growth stage and must have a strong digital DNA, building a solution for the energy system...",,https://www.openvc.app/fund/SET%20Ventures,https://www.openvc.app/images/funds/recqMfX8pl2UOsNC6.jpg
Ascendo VC,VC firm,USA,100000,500000,3. Early Revenue,We invest in Seed to Series A Companies led by founders from underrepresented segments. Technology-based business...,,https://www.openvc.app/fund/Ascendo%20VC,https://www.openvc.app/images/funds/rec9skLoYah4AtTmj.jpg
DCA Asset Management,VC firm,"Canada, USA+1",25000,2000000,"3. Early Revenue, 4. Scaling",We invest in companies that are in market showing promising early growth and scale. Industry...,,https://www.openvc.app/fund/DCA%20Asset%20Management,https://www.openvc.app/images/funds/recNLrOaL6CGZh38K.jpg
gAI Ventures,Startup studio,"USA, India",100000,100000,1. Idea or Patent,We incubate vertical AI products with domain experts in financial services and insurance (FSI)...,,https://www.openvc.app/fund/gAI%20Ventures,https://www.openvc.app/images/funds/recPYbjMSLZ9j1qwP.jpg
Amit Gogia,Solo angel,India,10000,25000,"3. Early Revenue, 4. Scaling",I invest in ventures building at the intersection of consumer and healthcare focussed on India. Current portfolio is a...,,https://www.openvc.app/fund/Amit%20Gogia,https://www.openvc.app/images/funds/rec6XKylJl6ROgvV8.jpg
Team8,VC firm,Israel,1000000,20000000,"1. Idea or Patent, 2. Prototype+2","We invest in, Cyber, FinTech, Enterprise Applications, Infrastructure & DevOps",,https://www.openvc.app/fund/Team8,https://www.openvc.app/images/funds/recBs6XhJsM1Fy0YE.jpg
Underline Ventures,VC firm,"Albania, Belarus+18",200000,1000000,"1. Idea or Patent, 2. Prototype+1",We invest in Eastern European founders building high-growth startups with global ambitions. We are...,,https://www.openvc.app/fund/Underline%20Ventures,https://www.openvc.app/images/funds/recjJ6VPbaQmUo6pB.jpg
J&T Ventures,VC firm,Czech Republic,300000,3000000,"1. Idea or Patent, 2. Prototype+1",We invest in companies at seed stage with proven product-market fit.,,https://www.openvc.app/fund/J%26T%20Ventures,https://www.openvc.app/images/funds/recBlTk9lpUKjQZp7.jpg
Singtel Innov8,Corporate VC,"Singapore, Australia+3",1000000,5000000,"3. Early Revenue, 4. Scaling+1","We invest in 5G Enterprise & Applications, Data Privacy & Security, New Emerging...",,https://www.openvc.app/fund/Singtel%20Innov8,https://www.openvc.app/images/funds/recC8lr96CV1A7h2P.jpg
