Investor_Name,Type,Locations,Check_Size_Min,Check_Size_Max,Stage,Requirements,Industries,Website,Logo_URL
Orange Ventures,Corporate VC,"Cameroon, Central African Republic+42",500000,20000000,"3. Early Revenue, 4. Scaling+1",We invest in European and North American series B/C startups. We also support Seed and Series A impact investing...,,https://www.openvc.app/fund/Orange%20Ventures,https://www.openvc.app/images/funds/recpFa2HqFSlIZ4Mc.jpg
BH3 Growth Equity,PE fund,"USA, Canada",5000000,30000000,"4. Scaling, 5. Growth+2","We invest in proptech, construction technology, sustainable building materials, modular construction, property...",,https://www.openvc.app/fund/BH3%20Growth%20Equity,https://www.openvc.app/images/funds/receFC1tdaYtHgb7L.jpg
Sufeng Li,Solo angel,"Belgium, Denmark+11",5000,100000,"1. Idea or Patent, 2. Prototype+1",I invest in Fintech/AI/Future way of work,,https://www.openvc.app/fund/Sufeng%20Li,https://www.openvc.app/images/funds/recmMaVLGwlGWQm9T.jpg
Barak Edut,Solo angel,"USA, China+5",5000,100000,"2. Prototype, 3. Early Revenue+1","I invest in scalable, consumer-focused products or platforms that have demonstrated strong product-market fit and are...",,https://www.openvc.app/fund/Barak%20Edut,https://www.openvc.app/images/funds/recKkfXNrzGkymSW1.jpg
First Momentum Venture...,VC firm,"Albania, Andorra+39",200000,1000000,1. Idea or Patent,We invest in pre/early-traction B2B companies with a technical core as their main differentiator. We mainly invest in...,,https://www.openvc.app/fund/First%20Momentum%20Ventures,https://www.openvc.app/images/funds/recH5m8UW5yJUsCeb.jpg
Turenne Santé,PE fund,"France, Switzerland+4",1000000,3000000,"3. Early Revenue, 4. Scaling+1","We invest in Medtech, e-health, Software, service, CDMO/CRO innovationm, health. Early revenue/growth, non...",,https://www.openvc.app/fund/Turenne%20Sant%C3%A9,https://www.openvc.app/images/funds/recjglKYu9C3C0W3c.jpg
GoingVC Partners,VC firm,USA,50000,200000,"2. Prototype, 3. Early Revenue+1","We invest into companies in various stages, with the most compelling investments in early stages. Ideation drives...",,https://www.openvc.app/fund/GoingVC%20Partners,https://www.openvc.app/images/funds/recAHHfsVtBn6xjxY.jpg
Airbridge Equity Partn...,VC firm,"Netherlands, Belgium+7",1000000,5000000,"4. Scaling, 3. Early Revenue",We invest in companies where technology is at the heart of what they do and critical to the problems they solve for...,,https://www.openvc.app/fund/Airbridge%20Equity%20Partners,https://www.openvc.app/images/funds/recZ7oySbJssLClNi.jpg
Framework Venture Part...,VC firm,"Canada, USA",500000,10000000,4. Scaling,"We invest in Series A and B startups in Fintech, Insurtech, Vertical SaaS, and AI-powered platforms with B2B models and...",,https://www.openvc.app/fund/Framework%20Venture%20Partners,https://www.openvc.app/images/funds/recv435trqajHUmAD.jpg
DCA Asset Management,VC firm,"Canada, USA+1",25000,2000000,"3. Early Revenue, 4. Scaling",We invest in companies that are in market showing promising early growth and scale. Industry...,,https://www.openvc.app/fund/DCA%20Asset%20Management,https://www.openvc.app/images/funds/recNLrOaL6CGZh38K.jpg
Amit Gogia,Solo angel,India,10000,25000,"3. Early Revenue, 4. Scaling",I invest in ventures building at the intersection of consumer and healthcare focussed on India. Current portfolio is a...,,https://www.openvc.app/fund/Amit%20Gogia,https://www.openvc.app/images/funds/rec6XKylJl6ROgvV8.jpg
Jared Luegers,Solo angel,USA,1000,50000,"1. Idea or Patent, 2. Prototype+1",I invest in Midwest-based startups.,,https://www.openvc.app/fund/Jared%20Luegers,https://www.openvc.app/images/funds/recc2vJkbogHtY97E.jpg
Haatch,VC firm,UK,150000,620000,"1. Idea or Patent, 2. Prototype+1",We invest in UK-based B2B SaaS pre-seed or seed stage start-ups. Haatch is industry-agnostic with a portfolio across...,,https://www.openvc.app/fund/Haatch,https://www.openvc.app/images/funds/recTJ7TAoarqUxEbX.jpg
NextUnicorn.Fund,VC firm,"USA, India",25000,500000,"1. Idea or Patent, 2. Prototype+3","We invest in AI & tech enabled StartUp's & industry agnostic. We are a high-conviction, tech-enabled Pre-seed /...",,https://www.openvc.app/fund/NextUnicorn.Fund,https://www.openvc.app/images/funds/rect9BIF8LR5UoYMJ.jpg
OVC Ventures,Angel network,"UK, USA+25",150000,1.5000000,"3. Early Revenue, 4. Scaling+1","We invest in all sectors, move fast (two weeks), have a high preference for startups that can demonstrate initial...",,https://www.openvc.app/fund/OVC%20Ventures,https://www.openvc.app/images/funds/recTPpyulE0uJpv8E.jpg
Lukkap Venture Lab,VC firm,Spain,50000,150000,"1. Idea or Patent, 2. Prototype+1",We invest in early stage startups that have already developed a product with a market fit. Our pre-money valuation...,,https://www.openvc.app/fund/Lukkap%20Venture%20Lab,https://www.openvc.app/images/funds/recMaAujdPSjRs8b1.jpg
No Brand,Family office,"Australia, New Zealand",25000,1000000,"3. Early Revenue, 4. Scaling","We invest in Australian or New Zealand startups in Seed or Series A rounds. Our areas of interest include: AI, ML,...",,https://www.openvc.app/fund/No%20Brand,https://www.openvc.app/images/funds/rec2z1pZEgUybJBI3.jpg
